NOC,Event,MedalCount,GoldCount,TeamCount,PeopleCount,MedalYearCount,MedalYearRatio,MedalRatio,EncodedFeature
AFG,Weightlifting Men's Lightweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Canadian Singles, 10,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Men's Middle-Heavyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Canadian Singles, 1,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Men's Middleweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's +87kg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Canadian Doubles, Slalom",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Men's Heavyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Canadian Doubles, 500 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Weightlifting Men's Unlimited, Two Hands",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Women's Featherweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Canadian Doubles, 1,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Women's Flyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Boxing Women's Middleweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Women's Heavyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Boxing Women's Lightweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Women's Light-Heavyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Boxing Women's Flyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Women's Lightweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Men's Super-Heavyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Basketball Women's Basketball,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Weightlifting Men's Unlimited, One Hand",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Canadian Doubles, 10,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 20km Race Walk,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's Javelin Throw,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Baseball Men's Baseball,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 3m Springboard,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's Heptathlon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 4 x 100m Freestyle Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's Hammer Throw,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 4 x 100m Freestyle Relay Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's Discus Throw,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 4 x 100m Medley Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 4 x 100m Medley Relay Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's 800 metres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's Long Jump,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 4 x 100m Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 4 x 100m Relay Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Athletics Women's 5,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's High Jump,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 4 x 200m Freestyle Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 4 x 200m Freestyle Relay Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's 400 metres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 4 x 400m Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's 4 x 400 metres Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 4 x 400m Relay Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's 4 x 100 metres Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 400m,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Athletics Women's 3,000 metres Steeplechase",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 400m Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's 80 metres Hurdles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Folding Kayak Singles, 10 kilometres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 200m Individual Medley,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's Omnium,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's 400 metres Hurdles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 3000m Steeplechase,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 200m Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 100m,0,0.0,1.0,1.0,0.0,0.0,0.0,0.00442813237364606
AFG,"Wrestling Women's Middleweight, Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 100m Breaststroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Badminton Women's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 100m Butterfly,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Badminton Women's Doubles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 100m Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Badminton Mixed Doubles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 100m Hurdles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Badminton Men's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's Marathon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 10km,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 10m Platform,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 100m Backstroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,B-Girls,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 1500m Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,B-Boys,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 200m,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's Triple Jump,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 200m Backstroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's Shot Put,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 200m Breaststroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's Pole Vault,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 200m Butterfly,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's Pentathlon,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Badminton Men's Doubles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Athletics Women's 3,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Men's Flyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 1500m,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Baseball Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Men's Heavyweight I,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Art Competitions Mixed Music,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Doubles, 1,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's Quadruple Sculls,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's Madison,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 400 metres Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's Keirin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 400 metres Individual Medley,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's Individual Time Trial,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 50 metres Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Cycling Men's Individual Pursuit, 4,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 800 metres Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Synchronized Swimming Women's Duet,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's BMX,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Synchronized Swimming Women's Solo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 50 kilometres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Women's Omnium,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 4 x 200 metres Freestyle Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Synchronized Swimming Women's Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 5 mile,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Table Tennis Men's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 333 metres Time Trial,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Table Tennis Men's Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 25 mile,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Table Tennis Women's Doubles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 25 kilometres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Wrestling Women's Flyweight, Freestyle",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 4 x 100 metres Freestyle Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's Points Race,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 300 metres Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Cycling Men's Road Race, Individual",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Cycling Men's 5,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Table Tennis Men's Doubles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Women's Kayak Singles, 200 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Men's 500 metres Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Tennis Women's Singles, Covered Courts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Women's Keirin,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Men's Plunge For Distance,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Women's Individual Time Trial,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Men's Underwater Swimming,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Cycling Women's Individual Pursuit, 3,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 10 kilometres Open Water,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Women's BMX,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 100 metres Backstroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Table Tennis Women's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Women's 500 metres Time Trial,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's Team Sprint,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 100 metres Butterfly,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Cycling Women's Mountainbike, Cross-Country",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Men's 880 yard Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Cycling Men's Team Pursuit, 4,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 200 metres Backstroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 200 metres Breaststroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Cycling Men's Tandem Sprint, 2,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 200 metres Butterfly,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's Sprint,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 200 metres Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Cycling Men's Road Race, Team",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 200 metres Individual Medley,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 100 metres Breaststroke,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 20 kilometres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Table Tennis Women's Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 2 mile,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 100 metres Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Cycling Men's Team Pursuit, 1,980 yards",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Trampolining Men's Individual,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Women's Kayak Fours, 500 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Taekwondo Men's Welterweight,0,0.0,1.0,1.0,0.0,0.0,0.0,0.00442813237364606
AFG,Trap Men,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Singles, Slalom",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Trap Mixed Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Singles, 500 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Trap Women,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Triathlon Men's Olympic Distance,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Singles, 200 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Women's Kayak Singles, 500 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Triathlon Women's Olympic Distance,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Tug-Of-War Men's Tug-Of-War,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Singles, 1,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Volleyball Men's Volleyball,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Canoeing Men's Kayak Relay 4 x 500 metres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Women's Kayak Doubles, 500 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Volleyball Women's Volleyball,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Water Polo Men's Water Polo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Doubles, 500 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Water Polo Women's Water Polo,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Doubles, 200 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Men's All-Around Dumbbell Contest,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Doubles, 10,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Men's Bantamweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Singles, 10,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Weightlifting Men's Featherweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Tennis Women's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Tennis Women's Doubles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Taekwondo Men's Featherweight,1,0.0,1.0,2.0,1.0,0.2,0.0555555555555555,0.06228219971477039
AFG,"Cycling Men's Mountainbike, Cross-Country",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Fours, 1,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Trampolining Women's Individual,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 12-Hours Race,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Taekwondo Men's Flyweight,1,0.0,1.0,1.0,1.0,0.2,0.0555555555555555,0.062361700959569
AFG,Cycling Men's 100 kilometres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Taekwondo Women's Featherweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Cycling Men's 10,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Taekwondo Women's Flyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 1/4 mile,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Taekwondo Women's Heavyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 1/3 mile,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Canoeing Women's Kayak Singles, Slalom",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Taekwondo Women's Welterweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Cycling Men's 1,000 metres Time Trial",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Tennis Men's Doubles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 100 kilometres Team Time Trial,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 1 mile,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Croquet Mixed Singles, Two Balls",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Tennis Men's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Croquet Mixed Singles, One Ball",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Tennis Men's Singles, Covered Courts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Tennis Mixed Doubles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Croquet Mixed Doubles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Tennis Mixed Doubles, Covered Courts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cricket Men's Cricket,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Cycling Men's 1/2 mile,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 400m Hurdles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Women's 200 metres,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's 400m Individual Medley,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Music, Compositions For Orchestra",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Tennis Men's Doubles, Covered Courts",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Taekwondo Men's Heavyweight,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Women's 4 x 100 metres Medley Relay,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Swimming Men's One Mile Freestyle,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Athletics Women's 10,000 metres",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's Road Race,0,0.0,1.0,2.0,0.0,0.0,0.0,0.004507976888068171
AFG,"Art Competitions Mixed Literature, Epic Works",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's Sabre Individual,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's Sabre Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Literature, Dramatic Works",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's Shot Put,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Art Competitions Mixed Literature,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's Single Sculls,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Architecture, Designs For Town Planning",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's Singles,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Architecture, Architectural Designs",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's Skiff,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's Kite,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Athletics Men's Long Jump,0,0.0,1.0,1.0,0.0,0.0,0.0,0.00442813237364606
AFG,Art Competitions Mixed Architecture,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's Speed,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Archery Women's Team,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Women's Sprint,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFG,Archery Women's Individual,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
