NOC,Event,MedalCount,TeamCount,PeopleCount,MedalRatio
AFG,Women's 100m Backstroke,0,0.0,0.0,0.0
AFG,Baseball Men's Baseball,0,0.0,0.0,0.0
AFG,"Wrestling Women's Middleweight, Freestyle",0,0.0,0.0,0.0
AFG,Women's 100m Breaststroke,0,0.0,0.0,0.0
AFG,Badminton Women's Singles,0,0.0,0.0,0.0
AFG,Women's 100m Butterfly,0,0.0,0.0,0.0
AFG,Badminton Women's Doubles,0,0.0,0.0,0.0
AFG,Women's 100m Freestyle,0,0.0,0.0,0.0
AFG,Badminton Mixed Doubles,0,0.0,0.0,0.0
AFG,Women's 100m Hurdles,0,0.0,0.0,0.0
AFG,Badminton Men's Singles,0,0.0,0.0,0.0
AFG,Athletics Women's Marathon,0,0.0,0.0,0.0
AFG,Women's 10km,0,0.0,0.0,0.0
AFG,Women's 10m Platform,0,0.0,0.0,0.0
AFG,B-Girls,0,0.0,0.0,0.0
AFG,Women's 1500m,0,0.0,0.0,0.0
AFG,Women's 1500m Freestyle,0,0.0,0.0,0.0
AFG,B-Boys,0,0.0,0.0,0.0
AFG,Women's 200m,0,0.0,0.0,0.0
AFG,Athletics Women's Triple Jump,0,0.0,0.0,0.0
AFG,Women's 200m Backstroke,0,0.0,0.0,0.0
AFG,Athletics Women's Shot Put,0,0.0,0.0,0.0
AFG,Women's 200m Breaststroke,0,0.0,0.0,0.0
AFG,Athletics Women's Pole Vault,0,0.0,0.0,0.0
AFG,Women's 200m Butterfly,0,0.0,0.0,0.0
AFG,Athletics Women's Pentathlon,0,0.0,0.0,0.0
AFG,Badminton Men's Doubles,0,0.0,0.0,0.0
AFG,"Athletics Women's 3,000 metres",0,0.0,0.0,0.0
AFG,Weightlifting Men's Flyweight,0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Doubles, 1,000 metres",0,0.0,0.0,0.0
AFG,Cycling Men's Omnium,0,0.0,0.0,0.0
AFG,Swimming Women's 4 x 100 metres Medley Relay,0,0.0,0.0,0.0
AFG,"Cycling Men's Mountainbike, Cross-Country",0,0.0,0.0,0.0
AFG,Swimming Women's 4 x 200 metres Freestyle Relay,0,0.0,0.0,0.0
AFG,Cycling Men's Madison,0,0.0,0.0,0.0
AFG,Swimming Women's 400 metres Freestyle,0,0.0,0.0,0.0
AFG,Cycling Men's Keirin,0,0.0,0.0,0.0
AFG,Swimming Women's 400 metres Individual Medley,0,0.0,0.0,0.0
AFG,Cycling Men's Individual Time Trial,0,0.0,0.0,0.0
AFG,Swimming Women's 50 metres Freestyle,0,0.0,0.0,0.0
AFG,"Cycling Men's Individual Pursuit, 4,000 metres",0,0.0,0.0,0.0
AFG,Swimming Women's 800 metres Freestyle,0,0.0,0.0,0.0
AFG,Synchronized Swimming Women's Duet,0,0.0,0.0,0.0
AFG,Cycling Men's BMX,0,0.0,0.0,0.0
AFG,Synchronized Swimming Women's Solo,0,0.0,0.0,0.0
AFG,Cycling Men's 50 kilometres,0,0.0,0.0,0.0
AFG,Synchronized Swimming Women's Team,0,0.0,0.0,0.0
AFG,"Cycling Men's 5,000 metres",0,0.0,0.0,0.0
AFG,Table Tennis Men's Doubles,0,0.0,0.0,0.0
AFG,Cycling Men's 5 mile,0,0.0,0.0,0.0
AFG,Table Tennis Men's Singles,0,0.0,0.0,0.0
AFG,Cycling Men's 333 metres Time Trial,0,0.0,0.0,0.0
AFG,Table Tennis Men's Team,0,0.0,0.0,0.0
AFG,Cycling Men's 25 mile,0,0.0,0.0,0.0
AFG,Table Tennis Women's Doubles,0,0.0,0.0,0.0
AFG,Cycling Men's 25 kilometres,0,0.0,0.0,0.0
AFG,"Wrestling Women's Flyweight, Freestyle",0,0.0,0.0,0.0
AFG,Swimming Women's 4 x 100 metres Freestyle Relay,0,0.0,0.0,0.0
AFG,Cycling Men's Points Race,0,0.0,0.0,0.0
AFG,Swimming Women's 300 metres Freestyle,0,0.0,0.0,0.0
AFG,"Cycling Men's Road Race, Individual",0,0.0,0.0,0.0
AFG,Swimming Men's 500 metres Freestyle,0,0.0,0.0,0.0
AFG,Cycling Women's Omnium,0,0.0,0.0,0.0
AFG,Swimming Men's 880 yard Freestyle,0,0.0,0.0,0.0
AFG,"Cycling Women's Mountainbike, Cross-Country",0,0.0,0.0,0.0
AFG,Swimming Men's One Mile Freestyle,0,0.0,0.0,0.0
AFG,Cycling Women's Keirin,0,0.0,0.0,0.0
AFG,Swimming Men's Plunge For Distance,0,0.0,0.0,0.0
AFG,Cycling Women's Individual Time Trial,0,0.0,0.0,0.0
AFG,Swimming Men's Underwater Swimming,0,0.0,0.0,0.0
AFG,"Cycling Women's Individual Pursuit, 3,000 metres",0,0.0,0.0,0.0
AFG,Swimming Women's 10 kilometres Open Water,0,0.0,0.0,0.0
AFG,Cycling Women's BMX,0,0.0,0.0,0.0
AFG,Swimming Women's 100 metres Backstroke,0,0.0,0.0,0.0
AFG,Table Tennis Women's Singles,0,0.0,0.0,0.0
AFG,Cycling Women's 500 metres Time Trial,0,0.0,0.0,0.0
AFG,Cycling Men's Team Sprint,0,0.0,0.0,0.0
AFG,Swimming Women's 100 metres Butterfly,0,0.0,0.0,0.0
AFG,"Cycling Men's Team Pursuit, 4,000 metres",0,0.0,0.0,0.0
AFG,Swimming Women's 100 metres Freestyle,0,0.0,0.0,0.0
AFG,"Cycling Men's Team Pursuit, 1,980 yards",0,0.0,0.0,0.0
AFG,Swimming Women's 200 metres Backstroke,0,0.0,0.0,0.0
AFG,Swimming Women's 200 metres Breaststroke,0,0.0,0.0,0.0
AFG,"Cycling Men's Tandem Sprint, 2,000 metres",0,0.0,0.0,0.0
AFG,Swimming Women's 200 metres Butterfly,0,0.0,0.0,0.0
AFG,Cycling Men's Sprint,0,0.0,0.0,0.0
AFG,Swimming Women's 200 metres Freestyle,0,0.0,0.0,0.0
AFG,"Cycling Men's Road Race, Team",0,0.0,0.0,0.0
AFG,Swimming Women's 200 metres Individual Medley,0,0.0,0.0,0.0
AFG,Swimming Women's 100 metres Breaststroke,0,0.0,0.0,0.0
AFG,Cycling Men's 20 kilometres,0,0.0,0.0,0.0
AFG,Table Tennis Women's Team,0,0.0,0.0,0.0
AFG,Cycling Men's 2 mile,0,0.0,0.0,0.0
AFG,"Tennis Women's Singles, Covered Courts",0,0.0,0.0,0.0
AFG,"Canoeing Women's Kayak Singles, 200 metres",0,0.0,0.0,0.0
AFG,Trampolining Men's Individual,0,0.0,0.0,0.0
AFG,"Canoeing Women's Kayak Fours, 500 metres",0,0.0,0.0,0.0
AFG,Trampolining Women's Individual,0,0.0,0.0,0.0
AFG,"Canoeing Women's Kayak Doubles, 500 metres",0,0.0,0.0,0.0
AFG,Trap Men,0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Singles, Slalom",0,0.0,0.0,0.0
AFG,Trap Mixed Team,0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Singles, 500 metres",0,0.0,0.0,0.0
AFG,Trap Women,0,0.0,0.0,0.0
AFG,Triathlon Men's Olympic Distance,0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Singles, 200 metres",0,0.0,0.0,0.0
AFG,"Canoeing Women's Kayak Singles, 500 metres",0,0.0,0.0,0.0
AFG,Triathlon Women's Olympic Distance,0,0.0,0.0,0.0
AFG,Tug-Of-War Men's Tug-Of-War,0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Singles, 1,000 metres",0,0.0,0.0,0.0
AFG,Volleyball Men's Volleyball,0,0.0,0.0,0.0
AFG,Canoeing Men's Kayak Relay 4 x 500 metres,0,0.0,0.0,0.0
AFG,Volleyball Women's Volleyball,0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Fours, 1,000 metres",0,0.0,0.0,0.0
AFG,Water Polo Men's Water Polo,0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Doubles, 500 metres",0,0.0,0.0,0.0
AFG,Water Polo Women's Water Polo,0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Doubles, 200 metres",0,0.0,0.0,0.0
AFG,Weightlifting Men's All-Around Dumbbell Contest,0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Doubles, 10,000 metres",0,0.0,0.0,0.0
AFG,Weightlifting Men's Bantamweight,0,0.0,0.0,0.0
AFG,"Canoeing Men's Kayak Singles, 10,000 metres",0,0.0,0.0,0.0
AFG,Weightlifting Men's Featherweight,0,0.0,0.0,0.0
AFG,Tennis Women's Singles,0,0.0,0.0,0.0
AFG,Tennis Women's Doubles,0,0.0,0.0,0.0
AFG,Taekwondo Men's Featherweight,1,1.0,2.0,0.058823529411764705
AFG,Cycling Men's 12-Hours Race,0,0.0,0.0,0.0
AFG,Taekwondo Men's Flyweight,1,1.0,1.0,0.058823529411764705
AFG,Taekwondo Men's Heavyweight,0,0.0,0.0,0.0
AFG,Cycling Men's 100 kilometres Team Time Trial,0,0.0,0.0,0.0
AFG,Taekwondo Men's Welterweight,0,1.0,1.0,0.0
AFG,Cycling Men's 100 kilometres,0,0.0,0.0,0.0
AFG,Taekwondo Women's Featherweight,0,0.0,0.0,0.0
AFG,"Cycling Men's 10,000 metres",0,0.0,0.0,0.0
AFG,Taekwondo Women's Flyweight,0,0.0,0.0,0.0
AFG,Cycling Men's 1/4 mile,0,0.0,0.0,0.0
AFG,Taekwondo Women's Heavyweight,0,0.0,0.0,0.0
AFG,Cycling Men's 1/3 mile,0,0.0,0.0,0.0
AFG,"Canoeing Women's Kayak Singles, Slalom",0,0.0,0.0,0.0
AFG,Taekwondo Women's Welterweight,0,0.0,0.0,0.0
AFG,Team,0,0.0,0.0,0.0
AFG,"Cycling Men's 1,000 metres Time Trial",0,0.0,0.0,0.0
AFG,Tennis Men's Doubles,0,0.0,0.0,0.0
AFG,Cycling Men's 1 mile,0,0.0,0.0,0.0
AFG,"Tennis Men's Doubles, Covered Courts",0,0.0,0.0,0.0
AFG,"Croquet Mixed Singles, Two Balls",0,0.0,0.0,0.0
AFG,Tennis Men's Singles,0,0.0,0.0,0.0
AFG,"Croquet Mixed Singles, One Ball",0,0.0,0.0,0.0
AFG,"Tennis Men's Singles, Covered Courts",0,0.0,0.0,0.0
AFG,Tennis Mixed Doubles,0,0.0,0.0,0.0
AFG,Croquet Mixed Doubles,0,0.0,0.0,0.0
AFG,"Tennis Mixed Doubles, Covered Courts",0,0.0,0.0,0.0
AFG,Cricket Men's Cricket,0,0.0,0.0,0.0
AFG,Cycling Men's 1/2 mile,0,0.0,0.0,0.0
AFG,Women's 400m Hurdles,0,0.0,0.0,0.0
AFG,Athletics Women's 200 metres,0,0.0,0.0,0.0
AFG,Women's 400m Individual Medley,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Music, Compositions For Orchestra",0,0.0,0.0,0.0
AFG,Women's Quadruple Sculls,0,0.0,0.0,0.0
AFG,Art Competitions Mixed Music,0,0.0,0.0,0.0
AFG,Women's Quadruple Sculls Team,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Literature, Lyric Works",0,0.0,0.0,0.0
AFG,Women's Road Race,0,1.0,2.0,0.0
AFG,"Art Competitions Mixed Literature, Epic Works",0,0.0,0.0,0.0
AFG,Women's Sabre Individual,0,0.0,0.0,0.0
AFG,Women's Sabre Team,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Literature, Dramatic Works",0,0.0,0.0,0.0
AFG,Women's Shot Put,0,0.0,0.0,0.0
AFG,Art Competitions Mixed Literature,0,0.0,0.0,0.0
AFG,Women's Single Sculls,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Architecture, Designs For Town Planning",0,0.0,0.0,0.0
AFG,Women's Singles,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Architecture, Architectural Designs",0,0.0,0.0,0.0
AFG,Women's Skiff,0,0.0,0.0,0.0
AFG,Art Competitions Mixed Architecture,0,0.0,0.0,0.0
AFG,Women's Skiff - 49er  Team,0,0.0,0.0,0.0
AFG,Archery Women's Team Round,0,0.0,0.0,0.0
AFG,Women's Speed,0,0.0,0.0,0.0
AFG,Archery Women's Team,0,0.0,0.0,0.0
AFG,Women's Sprint,0,0.0,0.0,0.0
AFG,Archery Women's Individual,0,0.0,0.0,0.0
AFG,Women's Street,0,0.0,0.0,0.0
AFG,Archery Women's Double National Round,0,0.0,0.0,0.0
AFG,Women's Synchronised 10m Platform,0,0.0,0.0,0.0
AFG,Women's Pole Vault,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",0,0.0,0.0,0.0
AFG,Women's Park,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Music, Instrumental And Chamber",0,0.0,0.0,0.0
AFG,Women's Keirin,0,0.0,0.0,0.0
AFG,"Athletics Men's 1,500 metres",0,0.0,0.0,0.0
AFG,Women's Kite,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Sculpturing, Statues",0,0.0,0.0,0.0
AFG,Women's Kumite +61kg,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Sculpturing, Reliefs",0,0.0,0.0,0.0
AFG,Women's Kumite -55kg,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Sculpturing, Medals And Reliefs",0,0.0,0.0,0.0
AFG,Women's Kumite -61kg,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Sculpturing, Medals And Plaques",0,0.0,0.0,0.0
AFG,Women's Light (57-60kg),0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Sculpturing, Medals",0,0.0,0.0,0.0
AFG,Women's Long Jump,0,0.0,0.0,0.0
AFG,Women's Synchronised 10m Platform Team,0,0.0,0.0,0.0
AFG,Art Competitions Mixed Sculpturing,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Painting, Paintings",0,0.0,0.0,0.0
AFG,Women's Madison Team,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Painting, Graphic Arts",0,0.0,0.0,0.0
AFG,Women's Marathon,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Painting, Drawings And Water Colors",0,0.0,0.0,0.0
AFG,Women's Middle (69-75kg),0,0.0,0.0,0.0
AFG,Women's Omnium,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Painting, Applied Arts",0,0.0,0.0,0.0
AFG,Women's One Person Dinghy - Laser Radial,0,0.0,0.0,0.0
AFG,Art Competitions Mixed Painting,0,0.0,0.0,0.0
AFG,Women's Pair,0,0.0,0.0,0.0
AFG,"Art Competitions Mixed Music, Vocals",0,0.0,0.0,0.0
AFG,Women's Pair Team,0,0.0,0.0,0.0
AFG,Women's Madison,0,0.0,0.0,0.0
AFG,Archery Women's Double Columbia Round,0,0.0,0.0,0.0
AFG,Women's Synchronised 3m Springboard,0,0.0,0.0,0.0
AFG,Archery Men's Team Round,0,0.0,0.0,0.0
AFG,Archery Men's Double American Round,0,0.0,0.0,0.0
AFG,"Wrestling Men's Bantamweight, Greco-Roman",0,1.0,2.0,0.0
AFG,Archery Men's Continental Style,0,0.0,0.0,0.0
AFG,"Wrestling Men's Featherweight, Freestyle",0,1.0,5.0,0.0
AFG,"Wrestling Men's Featherweight, Greco-Roman",0,1.0,3.0,0.0
AFG,Archery Men's Championnat Du Monde,0,0.0,0.0,0.0
AFG,"Wrestling Men's Flyweight, Freestyle",0,1.0,4.0,0.0
AFG,"Archery Men's Au Cordon Dore, 50 metres",0,0.0,0.0,0.0
AFG,"Wrestling Men's Flyweight, Greco-Roman",0,0.0,0.0,0.0
AFG,"Archery Men's Au Cordon Dore, 33 metres",0,0.0,0.0,0.0
AFG,"Wrestling Men's Heavyweight, Freestyle",0,1.0,1.0,0.0
AFG,"Archery Men's Au Chapelet, 50 metres",0,0.0,0.0,0.0
AFG,"Wrestling Men's Heavyweight, Greco-Roman",0,0.0,0.0,0.0
AFG,"Wrestling Men's Bantamweight, Freestyle",0,1.0,4.0,0.0
AFG,"Archery Men's Au Chapelet, 33 metres",0,0.0,0.0,0.0
AFG,Alpinism Mixed Alpinism,0,0.0,0.0,0.0
AFG,"Wrestling Men's Light-Flyweight, Greco-Roman",0,0.0,0.0,0.0
AFG,Aeronautics Mixed Aeronautics,0,0.0,0.0,0.0
AFG,"Wrestling Men's Light-Heavyweight, Freestyle",0,1.0,3.0,0.0
AFG,50m Rifle 3 Positions Women,0,0.0,0.0,0.0
AFG,"Wrestling Men's Light-Heavyweight, Greco-Roman",0,0.0,0.0,0.0
AFG,50m Rifle 3 Positions Men,0,0.0,0.0,0.0
AFG,"Wrestling Men's Lightweight, Freestyle",0,1.0,4.0,0.0
AFG,"Wrestling Men's Lightweight, Greco-Roman",0,1.0,3.0,0.0
AFG,4 x 400m Relay Mixed Team,0,0.0,0.0,0.0
AFG,"Wrestling Men's Middleweight A, Greco-Roman",0,0.0,0.0,0.0
AFG,4 x 400m Relay Mixed,0,0.0,0.0,0.0
AFG,"Wrestling Men's Middleweight B, Greco-Roman",0,0.0,0.0,0.0
AFG,"Wrestling Men's Light-Flyweight, Freestyle",0,1.0,2.0,0.0
AFG,Women's Kayak Single 500m,0,0.0,0.0,0.0
AFG,Archery Men's Double York Round,0,0.0,0.0,0.0
AFG,Archery Men's Individual,0,0.0,0.0,0.0
AFG,Women's Synchronised 3m Springboard Team,0,0.0,0.0,0.0
AFG,Archery Men's Team,0,0.0,0.0,0.0
AFG,Women's Team,0,0.0,0.0,0.0
AFG,"Archery Men's Target Archery, 50 metres, Team",0,0.0,0.0,0.0
AFG,Women's Team Pursuit,0,0.0,0.0,0.0
AFG,"Archery Men's Target Archery, 50 metres, Individual",0,0.0,0.0,0.0
AFG,Women's Team Pursuit Team,0,0.0,0.0,0.0
AFG,"Archery Men's Target Archery, 33 metres, Team",0,0.0,0.0,0.0
AFG,Women's Team Sprint,0,0.0,0.0,0.0
AFG,"Archery Men's Target Archery, 33 metres, Individual",0,0.0,0.0,0.0
AFG,Women's Team Sprint Team,0,0.0,0.0,0.0
AFG,"Archery Men's Target Archery, 28 metres, Team",0,0.0,0.0,0.0
AFG,Women's Triple Jump,0,0.0,0.0,0.0
AFG,"Wrestling Men's All-Around, Greco-Roman",0,0.0,0.0,0.0
AFG,"Archery Men's Target Archery, 28 metres, Individual",0,0.0,0.0,0.0
AFG,Archery Men's Sur La Perche a La Pyramide,0,0.0,0.0,0.0
AFG,Women's Uneven Bars,0,0.0,0.0,0.0
AFG,Women's Vault,0,0.0,0.0,0.0
AFG,Archery Men's Sur La Perche a La Herse,0,0.0,0.0,0.0
AFG,Women's Welter (64-69kg),0,0.0,0.0,0.0
AFG,"Archery Men's Pole Archery, Small Birds, Team",0,0.0,0.0,0.0
AFG,Women's Windsurfer - RS:X,0,0.0,0.0,0.0
AFG,"Archery Men's Pole Archery, Small Birds, Individual",0,0.0,0.0,0.0
AFG,Women's Windsurfing,0,0.0,0.0,0.0
AFG,"Archery Men's Pole Archery, Large Birds, Team",0,0.0,0.0,0.0
AFG,Women's Épée Individual,0,0.0,0.0,0.0
AFG,"Archery Men's Pole Archery, Large Birds, Individual",0,0.0,0.0,0.0
AFG,Women's Épée Team,0,0.0,0.0,0.0
AFG,Women's Two Person Dinghy - 470 Team,0,0.0,0.0,0.0
AFG,"Athletics Men's 1,500 metres Walk",0,0.0,0.0,0.0
AFG,Women's Kayak Single 200m,0,0.0,0.0,0.0
AFG,"Athletics Men's 1,600 metres Medley Relay",0,0.0,0.0,0.0
AFG,Athletics Men's Pentathlon,0,0.0,0.0,0.0
AFG,Women's 87kg,0,0.0,0.0,0.0
AFG,Athletics Men's Marathon,0,1.0,1.0,0.0
AFG,Women's All-Around,0,0.0,0.0,0.0
AFG,Athletics Men's Long Jump,0,1.0,1.0,0.0
AFG,Women's Balance Beam,0,0.0,0.0,0.0
AFG,"Athletics Men's Javelin Throw, Freestyle",0,0.0,0.0,0.0
AFG,Women's Boulder & Lead,0,0.0,0.0,0.0
AFG,"Athletics Men's Javelin Throw, Both Hands",0,0.0,0.0,0.0
AFG,Women's Canoe,0,0.0,0.0,0.0
AFG,Athletics Men's Javelin Throw,0,1.0,1.0,0.0
AFG,Women's Canoe Double 500m,0,0.0,0.0,0.0
AFG,Athletics Men's High Jump,0,0.0,0.0,0.0
AFG,Women's 81kg,0,0.0,0.0,0.0
AFG,Women's Canoe Double 500m Team,0,0.0,0.0,0.0
AFG,Women's Canoe Single,0,0.0,0.0,0.0
AFG,"Athletics Men's Discus Throw, Greek Style",0,0.0,0.0,0.0
AFG,Women's Canoe Single 200m,0,0.0,0.0,0.0
AFG,"Athletics Men's Discus Throw, Both Hands",0,0.0,0.0,0.0
AFG,Women's Combined,0,0.0,0.0,0.0
AFG,Athletics Men's Discus Throw,0,0.0,0.0,0.0
AFG,Women's Cross-country,0,0.0,0.0,0.0
AFG,Athletics Men's Decathlon,0,0.0,0.0,0.0
AFG,Women's Dinghy,0,0.0,0.0,0.0
AFG,"Athletics Men's Cross-Country, Team",0,0.0,0.0,0.0
AFG,Women's Discus Throw,0,0.0,0.0,0.0
AFG,Women's Double Sculls,0,0.0,0.0,0.0
AFG,"Athletics Men's Cross-Country, Individual",0,0.0,0.0,0.0
AFG,Athletics Men's Hammer Throw,0,0.0,0.0,0.0
AFG,Women's Double Sculls Team,0,0.0,0.0,0.0
